label_id,sample_number,date_completed,product,product_grade,stage
LBL100069,100069,2024-02-16,DrugC,B,Stage2
LBL100070,100070,2024-01-24,DrugC,B,Stage1
LBL100071,100071,2024-01-17,DrugC,B,Stage2
LBL100072,100072,2024-02-16,DrugA,A,Stage2
LBL100073,100073,2024-01-26,DrugC,A,Stage1
LBL100074,100074,2024-02-18,DrugC,A,Stage1
LBL100075,100075,2024-01-19,DrugB,B,Stage2
LBL100076,100076,2024-02-25,DrugB,B,Stage1
LBL100077,100077,2024-03-01,DrugA,B,Stage1
LBL100078,100078,2024-02-09,DrugA,A,Stage1
LBL100079,100079,2024-02-08,DrugA,B,Stage1
LBL100080,100080,2024-01-09,DrugB,A,Stage2
LBL100081,100081,2024-01-24,DrugB,B,Stage2
LBL100082,100082,2024-02-05,DrugB,A,Stage1
LBL100083,100083,2024-02-04,DrugB,A,Stage2
LBL100084,100084,2024-02-22,DrugC,B,Stage2
LBL100085,100085,2024-01-01,DrugB,B,Stage2
LBL100086,100086,2024-02-07,DrugC,B,Stage2
LBL100087,100087,2024-02-23,DrugC,B,Stage1
LBL100088,100088,2024-02-23,DrugC,B,Stage1
LBL100089,100089,2024-02-24,DrugC,B,Stage1
LBL100090,100090,2024-01-09,DrugA,A,Stage1
LBL100091,100091,2024-02-20,DrugA,A,Stage2
LBL100092,100092,2024-01-14,DrugA,B,Stage2
LBL100093,100093,2024-02-06,DrugB,A,Stage1
LBL100094,100094,2024-02-25,DrugB,B,Stage2
LBL100095,100095,2024-01-13,DrugB,B,Stage1
LBL100096,100096,2024-01-17,DrugB,B,Stage2
LBL100097,100097,2024-01-08,DrugC,B,Stage1
LBL100098,100098,2024-01-13,DrugB,A,Stage2
LBL100099,100099,2024-01-09,DrugA,A,Stage1
LBL100100,100100,2024-02-29,DrugB,A,Stage1
LBL100101,100101,2024-01-18,DrugC,A,Stage1
LBL100102,100102,2024-01-01,DrugB,B,Stage1
LBL100103,100103,2024-02-10,DrugA,A,Stage2
LBL100104,100104,2024-01-09,DrugC,A,Stage1
LBL100105,100105,2024-02-18,DrugB,A,Stage1
LBL100106,100106,2024-02-18,DrugB,B,Stage2
LBL100107,100107,2024-02-17,DrugC,A,Stage1
LBL100108,100108,2024-02-13,DrugC,B,Stage2
LBL100109,100109,2024-02-11,DrugA,B,Stage2
LBL100110,100110,2024-01-27,DrugA,A,Stage2
LBL100111,100111,2024-02-17,DrugA,A,Stage2
LBL100112,100112,2024-01-24,DrugA,B,Stage2
LBL100113,100113,2024-01-04,DrugA,B,Stage1
LBL100114,100114,2024-01-28,DrugC,A,Stage1
LBL100115,100115,2024-02-19,DrugA,B,Stage2
LBL100116,100116,2024-01-06,DrugA,A,Stage2
LBL100117,100117,2024-02-01,DrugA,A,Stage2
LBL100118,100118,2024-02-25,DrugC,A,Stage2
LBL100119,100119,2024-01-08,DrugB,A,Stage2
LBL100120,100120,2024-02-25,DrugC,B,Stage2
LBL100121,100121,2024-02-04,DrugC,A,Stage2
LBL100122,100122,2024-02-03,DrugB,A,Stage1
LBL100123,100123,2024-01-06,DrugA,A,Stage1
LBL100124,100124,2024-02-08,DrugB,A,Stage2
LBL100125,100125,2024-01-26,DrugC,B,Stage2
LBL100126,100126,2024-01-14,DrugB,B,Stage2
LBL100127,100127,2024-01-07,DrugB,A,Stage2
LBL100128,100128,2024-02-12,DrugA,A,Stage1
LBL100129,100129,2024-02-19,DrugA,B,Stage1
LBL100130,100130,2024-01-31,DrugA,A,Stage2
LBL100131,100131,2024-02-22,DrugB,A,Stage1
LBL100132,100132,2024-02-17,DrugA,A,Stage1
LBL100133,100133,2024-02-02,DrugB,B,Stage1
LBL100134,100134,2024-01-13,DrugA,B,Stage2
LBL100135,100135,2024-01-21,DrugC,A,Stage1
LBL100136,100136,2024-02-06,DrugB,B,Stage1
LBL100137,100137,2024-01-30,DrugB,A,Stage2
LBL100138,100138,2024-02-23,DrugB,A,Stage2
LBL100139,100139,2024-02-21,DrugC,A,Stage2
LBL100140,100140,2024-01-25,DrugA,A,Stage2
LBL100141,100141,2024-03-01,DrugB,B,Stage2
LBL100142,100142,2024-02-12,DrugB,A,Stage1
LBL100143,100143,2024-01-11,DrugB,B,Stage1
LBL100144,100144,2024-01-19,DrugA,A,Stage2
LBL100145,100145,2024-02-17,DrugA,B,Stage2
LBL100146,100146,2024-02-28,DrugA,A,Stage2
LBL100147,100147,2024-01-16,DrugB,B,Stage1
LBL100148,100148,2024-01-23,DrugC,A,Stage1
LBL100149,100149,2024-01-14,DrugB,A,Stage1
LBL100150,100150,2024-02-15,DrugC,A,Stage1
LBL100151,100151,2024-02-16,DrugA,B,Stage1
LBL100152,100152,2024-01-23,DrugC,A,Stage2
LBL100153,100153,2024-02-22,DrugB,A,Stage2
LBL100154,100154,2024-02-26,DrugB,B,Stage1
LBL100155,100155,2024-01-03,DrugC,A,Stage1
LBL100156,100156,2024-02-21,DrugA,A,Stage2
LBL100157,100157,2024-01-30,DrugC,A,Stage2
LBL100158,100158,2024-02-20,DrugB,A,Stage1
LBL100159,100159,2024-02-13,DrugB,B,Stage1
LBL100160,100160,2024-02-02,DrugB,A,Stage2
LBL100161,100161,2024-01-10,DrugC,B,Stage2
LBL100162,100162,2024-01-26,DrugB,B,Stage2
LBL100163,100163,2024-01-24,DrugB,B,Stage2
LBL100164,100164,2024-03-01,DrugA,B,Stage2
LBL100165,100165,2024-02-15,DrugB,A,Stage1
LBL100166,100166,2024-01-25,DrugC,B,Stage1
LBL100167,100167,2024-01-20,DrugA,A,Stage2
LBL100168,100168,2024-02-26,DrugA,A,Stage2
LBL100169,100169,2024-02-18,DrugB,A,Stage1
LBL100170,100170,2024-02-11,DrugC,A,Stage2
LBL100171,100171,2024-01-20,DrugA,A,Stage2
LBL100172,100172,2024-01-13,DrugA,B,Stage1
LBL100173,100173,2024-02-25,DrugC,A,Stage1
LBL100174,100174,2024-01-06,DrugC,B,Stage2
LBL100175,100175,2024-02-18,DrugB,A,Stage2
LBL100176,100176,2024-02-16,DrugA,B,Stage2
LBL100177,100177,2024-02-24,DrugA,A,Stage1
LBL100178,100178,2024-01-29,DrugA,B,Stage1
LBL100179,100179,2024-01-19,DrugA,B,Stage1
LBL100180,100180,2024-01-13,DrugB,B,Stage1
LBL100181,100181,2024-01-24,DrugC,B,Stage2
LBL100182,100182,2024-01-17,DrugC,A,Stage1
LBL100183,100183,2024-01-08,DrugC,A,Stage1
LBL100184,100184,2024-01-23,DrugA,A,Stage1
LBL100185,100185,2024-02-04,DrugB,B,Stage2
LBL100186,100186,2024-02-16,DrugB,B,Stage1
LBL100187,100187,2024-02-02,DrugA,B,Stage2
LBL100188,100188,2024-01-05,DrugB,A,Stage2
LBL100189,100189,2024-01-24,DrugB,B,Stage1
LBL100190,100190,2024-02-02,DrugB,B,Stage1
LBL100191,100191,2024-02-26,DrugB,B,Stage2
LBL100192,100192,2024-01-21,DrugA,A,Stage2
LBL100193,100193,2024-02-24,DrugB,A,Stage1
LBL100194,100194,2024-01-08,DrugB,A,Stage1
LBL100195,100195,2024-02-11,DrugC,A,Stage2
LBL100196,100196,2024-02-10,DrugC,B,Stage2
LBL100197,100197,2024-02-08,DrugB,B,Stage2
LBL100198,100198,2024-01-15,DrugC,B,Stage1
LBL100199,100199,2024-02-29,DrugA,A,Stage2
LBL100200,100200,2024-02-21,DrugA,A,Stage1
LBL100201,100201,2024-01-09,DrugA,A,Stage1
LBL100202,100202,2024-01-16,DrugA,B,Stage1
LBL100203,100203,2024-02-08,DrugC,B,Stage1
LBL100204,100204,2024-02-24,DrugA,B,Stage2
LBL100205,100205,2024-02-13,DrugA,A,Stage2
LBL100206,100206,2024-02-22,DrugA,B,Stage2
LBL100207,100207,2024-01-06,DrugB,A,Stage2
LBL100208,100208,2024-02-02,DrugC,A,Stage1
LBL100209,100209,2024-02-21,DrugB,B,Stage2
LBL100210,100210,2024-02-14,DrugB,A,Stage1
LBL100211,100211,2024-02-10,DrugB,B,Stage2
LBL100212,100212,2024-02-18,DrugA,B,Stage2
LBL100213,100213,2024-02-08,DrugC,B,Stage1
LBL100214,100214,2024-02-24,DrugA,B,Stage1
LBL100215,100215,2024-01-11,DrugB,A,Stage2
LBL100216,100216,2024-02-19,DrugA,B,Stage2
LBL100217,100217,2024-01-17,DrugC,B,Stage1
LBL100218,100218,2024-01-14,DrugC,B,Stage1
LBL100219,100219,2024-02-01,DrugC,A,Stage1
LBL100220,100220,2024-01-10,DrugC,B,Stage2
LBL100221,100221,2024-02-01,DrugC,B,Stage2
LBL100222,100222,2024-01-05,DrugB,A,Stage1
LBL100223,100223,2024-01-04,DrugC,B,Stage1
LBL100224,100224,2024-01-15,DrugB,A,Stage2
LBL100225,100225,2024-02-15,DrugC,B,Stage2
LBL100226,100226,2024-01-03,DrugB,B,Stage1
LBL100227,100227,2024-02-09,DrugA,A,Stage1
LBL100228,100228,2024-02-09,DrugB,A,Stage1
LBL100229,100229,2024-01-29,DrugB,A,Stage2
LBL100230,100230,2024-01-26,DrugA,A,Stage2
LBL100231,100231,2024-02-12,DrugA,A,Stage2
LBL100232,100232,2024-01-12,DrugA,A,Stage1
LBL100233,100233,2024-01-19,DrugB,A,Stage1
LBL100234,100234,2024-01-03,DrugA,B,Stage2
LBL100235,100235,2024-01-12,DrugB,B,Stage1
LBL100236,100236,2024-01-30,DrugB,A,Stage1
LBL100237,100237,2024-02-11,DrugB,B,Stage2
LBL100238,100238,2024-01-06,DrugB,B,Stage2
LBL100239,100239,2024-02-28,DrugB,A,Stage1
LBL100240,100240,2024-01-30,DrugC,A,Stage2
LBL100241,100241,2024-01-03,DrugB,A,Stage2
LBL100242,100242,2024-03-01,DrugC,B,Stage2
LBL100243,100243,2024-01-23,DrugA,A,Stage2
LBL100244,100244,2024-01-28,DrugA,B,Stage1
LBL100245,100245,2024-02-25,DrugC,B,Stage1
LBL100246,100246,2024-02-07,DrugB,B,Stage1
LBL100247,100247,2024-02-17,DrugC,B,Stage2
LBL100248,100248,2024-02-27,DrugA,A,Stage1
LBL100249,100249,2024-01-19,DrugC,A,Stage1
LBL100250,100250,2024-01-17,DrugA,A,Stage1
LBL100251,100251,2024-02-19,DrugA,A,Stage2
LBL100252,100252,2024-02-16,DrugB,A,Stage2
LBL100253,100253,2024-01-21,DrugC,B,Stage1
LBL100254,100254,2024-01-11,DrugC,A,Stage2
LBL100255,100255,2024-01-28,DrugC,A,Stage1
LBL100256,100256,2024-01-06,DrugA,A,Stage2
LBL100257,100257,2024-01-25,DrugC,B,Stage1
LBL100258,100258,2024-01-12,DrugA,B,Stage1
LBL100259,100259,2024-02-17,DrugC,B,Stage2
LBL100260,100260,2024-02-22,DrugB,A,Stage1
LBL100261,100261,2024-02-07,DrugB,B,Stage1
LBL100262,100262,2024-02-18,DrugA,B,Stage2
LBL100263,100263,2024-01-13,DrugC,B,Stage1
LBL100264,100264,2024-01-09,DrugA,B,Stage1
LBL100265,100265,2024-02-11,DrugB,A,Stage2
LBL100266,100266,2024-02-15,DrugA,A,Stage1
LBL100267,100267,2024-02-09,DrugB,B,Stage1
LBL100268,100268,2024-02-01,DrugC,A,Stage2
LBL100269,100269,2024-02-28,DrugA,A,Stage1
LBL100270,100270,2024-02-10,DrugB,B,Stage1
LBL100271,100271,2024-01-21,DrugB,A,Stage2
LBL100272,100272,2024-01-22,DrugA,B,Stage2
LBL100273,100273,2024-01-28,DrugA,A,Stage2
LBL100274,100274,2024-01-08,DrugB,A,Stage2
LBL100275,100275,2024-01-13,DrugC,B,Stage2
LBL100276,100276,2024-02-20,DrugA,A,Stage2
LBL100277,100277,2024-01-30,DrugC,B,Stage1
LBL100278,100278,2024-02-14,DrugC,A,Stage1
LBL100279,100279,2024-02-26,DrugB,B,Stage1
LBL100280,100280,2024-01-30,DrugB,A,Stage2
LBL100281,100281,2024-02-05,DrugB,A,Stage2
LBL100282,100282,2024-01-05,DrugB,B,Stage2
LBL100283,100283,2024-01-25,DrugB,A,Stage1
LBL100284,100284,2024-02-26,DrugC,A,Stage2
LBL100285,100285,2024-02-07,DrugA,A,Stage1
LBL100286,100286,2024-02-28,DrugC,B,Stage2
LBL100287,100287,2024-02-01,DrugB,B,Stage2
LBL100288,100288,2024-02-07,DrugC,B,Stage1
LBL100289,100289,2024-02-28,DrugA,B,Stage1
LBL100290,100290,2024-01-25,DrugB,A,Stage1
LBL100291,100291,2024-02-06,DrugA,B,Stage2
LBL100292,100292,2024-01-15,DrugA,A,Stage1
LBL100293,100293,2024-02-02,DrugA,B,Stage1
LBL100294,100294,2024-02-01,DrugC,B,Stage2
LBL100295,100295,2024-01-11,DrugA,A,Stage1
LBL100296,100296,2024-01-15,DrugA,B,Stage1
LBL100297,100297,2024-02-26,DrugB,A,Stage2
LBL100298,100298,2024-03-01,DrugC,B,Stage1
LBL100299,100299,2024-02-19,DrugC,B,Stage2
LBL100300,100300,2024-02-18,DrugC,B,Stage2
LBL100301,100301,2024-01-30,DrugA,B,Stage1
LBL100302,100302,2024-02-04,DrugA,B,Stage2
LBL100303,100303,2024-01-12,DrugA,A,Stage1
LBL100304,100304,2024-02-01,DrugA,A,Stage2
LBL100305,100305,2024-02-21,DrugA,A,Stage1
LBL100306,100306,2024-01-29,DrugB,A,Stage1
LBL100307,100307,2024-01-03,DrugA,B,Stage1
LBL100308,100308,2024-01-22,DrugB,A,Stage2
LBL100309,100309,2024-01-06,DrugC,B,Stage1
LBL100310,100310,2024-02-01,DrugC,B,Stage1
LBL100311,100311,2024-01-15,DrugC,B,Stage1
LBL100312,100312,2024-03-01,DrugA,A,Stage2
LBL100313,100313,2024-01-28,DrugB,B,Stage1
LBL100314,100314,2024-02-01,DrugC,A,Stage1
LBL100315,100315,2024-01-29,DrugA,B,Stage2
LBL100316,100316,2024-01-24,DrugA,A,Stage2
LBL100317,100317,2024-01-28,DrugB,B,Stage2
LBL100318,100318,2024-02-04,DrugB,A,Stage1
LBL100319,100319,2024-01-12,DrugB,B,Stage2
LBL100320,100320,2024-01-05,DrugA,A,Stage1
LBL100321,100321,2024-02-20,DrugC,B,Stage2
LBL100322,100322,2024-02-22,DrugA,A,Stage2
LBL100323,100323,2024-03-01,DrugC,A,Stage2
LBL100324,100324,2024-01-31,DrugB,A,Stage2
LBL100325,100325,2024-01-28,DrugA,B,Stage1
LBL100326,100326,2024-02-14,DrugC,A,Stage1
LBL100327,100327,2024-02-01,DrugB,A,Stage2
LBL100328,100328,2024-01-06,DrugC,A,Stage2
LBL100329,100329,2024-02-19,DrugC,B,Stage1
LBL100330,100330,2024-02-25,DrugA,A,Stage1
LBL100331,100331,2024-02-24,DrugA,B,Stage2
LBL100332,100332,2024-02-05,DrugC,B,Stage2
LBL100333,100333,2024-03-01,DrugB,A,Stage1
LBL100334,100334,2024-02-07,DrugB,A,Stage1
LBL100335,100335,2024-01-22,DrugB,B,Stage2
LBL100336,100336,2024-02-29,DrugA,A,Stage2
LBL100337,100337,2024-02-22,DrugA,A,Stage2
LBL100338,100338,2024-01-01,DrugA,B,Stage1
LBL100339,100339,2024-01-15,DrugC,A,Stage1
LBL100340,100340,2024-01-04,DrugB,A,Stage2
LBL100341,100341,2024-01-08,DrugA,A,Stage1
LBL100342,100342,2024-02-21,DrugB,A,Stage1
LBL100343,100343,2024-03-01,DrugA,B,Stage1
LBL100344,100344,2024-01-15,DrugC,B,Stage1
LBL100345,100345,2024-01-01,DrugA,A,Stage2
LBL100346,100346,2024-01-18,DrugB,B,Stage1
LBL100347,100347,2024-01-01,DrugA,B,Stage2
LBL100348,100348,2024-02-19,DrugB,A,Stage1
LBL100349,100349,2024-01-09,DrugA,A,Stage1
LBL100350,100350,2024-02-10,DrugA,B,Stage2
LBL100351,100351,2024-02-09,DrugA,B,Stage1
LBL100352,100352,2024-01-11,DrugA,B,Stage2
LBL100353,100353,2024-02-27,DrugB,A,Stage1
LBL100354,100354,2024-01-01,DrugA,A,Stage2
LBL100355,100355,2024-02-25,DrugC,A,Stage2
LBL100356,100356,2024-01-08,DrugA,B,Stage1
LBL100357,100357,2024-02-04,DrugB,A,Stage2
LBL100358,100358,2024-02-28,DrugC,A,Stage1
LBL100359,100359,2024-01-06,DrugA,B,Stage1
LBL100360,100360,2024-01-07,DrugA,A,Stage2
LBL100361,100361,2024-01-20,DrugC,A,Stage1
LBL100362,100362,2024-02-05,DrugA,A,Stage2
LBL100363,100363,2024-02-03,DrugA,B,Stage2
LBL100364,100364,2024-02-10,DrugC,B,Stage2
LBL100365,100365,2024-01-20,DrugB,A,Stage1
LBL100366,100366,2024-01-06,DrugC,B,Stage1
LBL100367,100367,2024-01-20,DrugA,A,Stage1
LBL100368,100368,2024-01-27,DrugA,A,Stage1
LBL100369,100369,2024-01-18,DrugC,B,Stage2
LBL100370,100370,2024-01-16,DrugB,A,Stage2
LBL100371,100371,2024-01-20,DrugA,A,Stage1
LBL100372,100372,2024-02-27,DrugA,B,Stage2
LBL100373,100373,2024-01-10,DrugA,A,Stage2
LBL100374,100374,2024-01-01,DrugC,B,Stage1
LBL100375,100375,2024-02-19,DrugA,B,Stage1
LBL100376,100376,2024-02-18,DrugB,A,Stage2
LBL100377,100377,2024-02-16,DrugA,A,Stage2
LBL100378,100378,2024-02-27,DrugC,B,Stage1
LBL100379,100379,2024-01-10,DrugA,A,Stage1
LBL100380,100380,2024-02-01,DrugB,A,Stage2
LBL100381,100381,2024-01-12,DrugA,A,Stage1
LBL100382,100382,2024-02-28,DrugC,B,Stage1
LBL100383,100383,2024-01-09,DrugC,B,Stage1
LBL100384,100384,2024-01-30,DrugA,B,Stage1
LBL100385,100385,2024-01-16,DrugA,B,Stage2
LBL100386,100386,2024-02-02,DrugC,B,Stage1
LBL100387,100387,2024-01-28,DrugC,A,Stage2
LBL100388,100388,2024-02-25,DrugA,A,Stage2
LBL100389,100389,2024-02-25,DrugA,A,Stage1
LBL100390,100390,2024-02-29,DrugB,A,Stage2
LBL100391,100391,2024-02-05,DrugB,A,Stage2
LBL100392,100392,2024-01-19,DrugC,A,Stage2
LBL100393,100393,2024-01-03,DrugA,B,Stage1
LBL100394,100394,2024-01-12,DrugC,A,Stage1
LBL100395,100395,2024-02-14,DrugB,A,Stage1
LBL100396,100396,2024-02-09,DrugC,B,Stage1
LBL100397,100397,2024-01-07,DrugB,B,Stage1
LBL100398,100398,2024-01-09,DrugB,B,Stage1
LBL100399,100399,2024-01-28,DrugB,A,Stage1
LBL100400,100400,2024-02-05,DrugA,B,Stage2
LBL100401,100401,2024-01-24,DrugB,A,Stage1
LBL100402,100402,2024-02-16,DrugA,A,Stage1
LBL100403,100403,2024-02-08,DrugA,A,Stage1
LBL100404,100404,2024-02-01,DrugB,B,Stage2
LBL100405,100405,2024-02-09,DrugB,B,Stage1
LBL100406,100406,2024-02-10,DrugC,A,Stage2
LBL100407,100407,2024-02-14,DrugB,A,Stage2
LBL100408,100408,2024-01-07,DrugB,A,Stage1
LBL100409,100409,2024-02-06,DrugA,A,Stage1
LBL100410,100410,2024-02-06,DrugA,A,Stage2
LBL100411,100411,2024-02-17,DrugB,A,Stage1
LBL100412,100412,2024-02-16,DrugA,A,Stage2
LBL100413,100413,2024-01-29,DrugC,A,Stage2
LBL100414,100414,2024-01-29,DrugC,A,Stage2
LBL100415,100415,2024-01-07,DrugC,B,Stage1
LBL100416,100416,2024-01-30,DrugB,B,Stage1
LBL100417,100417,2024-01-01,DrugC,A,Stage1
LBL100418,100418,2024-01-07,DrugC,B,Stage2
LBL100419,100419,2024-01-18,DrugA,A,Stage2
LBL100420,100420,2024-01-19,DrugC,A,Stage2
LBL100421,100421,2024-01-04,DrugA,B,Stage1
LBL100422,100422,2024-02-17,DrugC,A,Stage1
LBL100423,100423,2024-02-11,DrugA,B,Stage2
LBL100424,100424,2024-01-10,DrugC,A,Stage1
LBL100425,100425,2024-01-30,DrugC,B,Stage2
LBL100426,100426,2024-02-07,DrugC,B,Stage2
LBL100427,100427,2024-01-21,DrugB,A,Stage1
LBL100428,100428,2024-01-27,DrugB,A,Stage1
LBL100429,100429,2024-02-26,DrugB,B,Stage2
LBL100430,100430,2024-02-26,DrugC,B,Stage1
LBL100431,100431,2024-02-01,DrugC,B,Stage2
LBL100432,100432,2024-02-18,DrugB,B,Stage2
LBL100433,100433,2024-02-27,DrugC,B,Stage2
LBL100434,100434,2024-01-17,DrugB,A,Stage1
LBL100435,100435,2024-01-06,DrugB,A,Stage2
LBL100436,100436,2024-02-05,DrugA,B,Stage2
LBL100437,100437,2024-01-24,DrugB,A,Stage2
LBL100438,100438,2024-02-04,DrugB,A,Stage1
LBL100439,100439,2024-02-01,DrugA,A,Stage1
LBL100440,100440,2024-02-25,DrugC,B,Stage1
LBL100441,100441,2024-01-13,DrugC,B,Stage1
LBL100442,100442,2024-02-12,DrugC,B,Stage1
LBL100443,100443,2024-01-24,DrugC,B,Stage2
LBL100444,100444,2024-01-23,DrugA,B,Stage1
LBL100445,100445,2024-02-08,DrugC,B,Stage2
LBL100446,100446,2024-01-03,DrugB,A,Stage1
LBL100447,100447,2024-02-03,DrugB,B,Stage1
LBL100448,100448,2024-01-21,DrugB,A,Stage2
LBL100449,100449,2024-01-29,DrugB,A,Stage2
LBL100450,100450,2024-01-02,DrugB,B,Stage1
LBL100451,100451,2024-03-01,DrugC,A,Stage1
LBL100452,100452,2024-01-01,DrugA,A,Stage2
LBL100453,100453,2024-01-23,DrugB,A,Stage2
LBL100454,100454,2024-03-01,DrugA,A,Stage1
LBL100455,100455,2024-01-11,DrugC,A,Stage1
LBL100456,100456,2024-02-28,DrugA,A,Stage1
LBL100457,100457,2024-02-16,DrugA,A,Stage2
LBL100458,100458,2024-02-23,DrugA,B,Stage1
LBL100459,100459,2024-03-01,DrugA,B,Stage2
LBL100460,100460,2024-03-01,DrugB,B,Stage2
LBL100461,100461,2024-01-17,DrugC,A,Stage2
LBL100462,100462,2024-01-15,DrugA,B,Stage2
LBL100463,100463,2024-02-25,DrugB,B,Stage2
LBL100464,100464,2024-02-11,DrugA,B,Stage2
LBL100465,100465,2024-02-10,DrugC,A,Stage2
LBL100466,100466,2024-01-20,DrugB,B,Stage2
LBL100467,100467,2024-01-12,DrugA,A,Stage2
LBL100468,100468,2024-01-13,DrugA,B,Stage1
LBL100469,100469,2024-01-24,DrugA,B,Stage1
LBL100470,100470,2024-01-05,DrugB,A,Stage1
LBL100471,100471,2024-01-17,DrugB,A,Stage1
LBL100472,100472,2024-01-25,DrugC,B,Stage2
LBL100473,100473,2024-02-03,DrugC,B,Stage1
LBL100474,100474,2024-01-03,DrugA,B,Stage2
LBL100475,100475,2024-02-17,DrugC,A,Stage2
LBL100476,100476,2024-01-16,DrugA,B,Stage1
LBL100477,100477,2024-02-03,DrugB,B,Stage1
LBL100478,100478,2024-02-07,DrugB,B,Stage2
LBL100479,100479,2024-02-12,DrugA,A,Stage2
LBL100480,100480,2024-02-25,DrugB,B,Stage2
LBL100481,100481,2024-02-03,DrugA,A,Stage1
LBL100482,100482,2024-02-27,DrugA,B,Stage1
LBL100483,100483,2024-02-16,DrugA,B,Stage2
LBL100484,100484,2024-01-29,DrugC,B,Stage1
LBL100485,100485,2024-02-05,DrugC,B,Stage2
LBL100486,100486,2024-01-07,DrugB,A,Stage2
LBL100487,100487,2024-01-26,DrugC,A,Stage1
LBL100488,100488,2024-02-12,DrugC,A,Stage2
LBL100489,100489,2024-02-25,DrugC,A,Stage2
LBL100490,100490,2024-02-21,DrugC,A,Stage2
LBL100491,100491,2024-01-16,DrugB,B,Stage1
LBL100492,100492,2024-02-12,DrugC,B,Stage1
LBL100493,100493,2024-01-12,DrugA,B,Stage2
LBL100494,100494,2024-02-20,DrugB,B,Stage1
LBL100495,100495,2024-02-15,DrugC,A,Stage2
LBL100496,100496,2024-02-23,DrugC,A,Stage1
LBL100497,100497,2024-01-29,DrugB,B,Stage2
