label_id,sample_number,date_completed,product,product_grade,stage
LBL-10040-XYZ,10040,2024-01-16,DrugC,A,Stage1
LBL-10041-XYZ,10041,2024-01-16,DrugA,A,Stage1
LBL-10042-XYZ,10042,2024-01-18,DrugB,B,Stage2
LBL-10043-XYZ,10043,2024-01-03,DrugA,A,Stage1
LBL-10044-XYZ,10044,2024-01-17,DrugA,B,Stage1
LBL-10045-XYZ,10045,2024-01-03,DrugA,B,Stage1
LBL-10046-XYZ,10046,2024-01-04,DrugC,B,Stage2
LBL-10047-XYZ,10047,2024-01-22,DrugA,A,Stage2
LBL-10048-XYZ,10048,2024-01-31,DrugA,A,Stage2
LBL-10049-XYZ,10049,2024-01-06,DrugC,A,Stage1
LBL-10050-XYZ,10050,2024-01-11,DrugB,B,Stage2
LBL-10051-XYZ,10051,2024-01-02,DrugC,A,Stage2
LBL-10052-XYZ,10052,2024-01-16,DrugB,B,Stage2
LBL-10053-XYZ,10053,2024-01-20,DrugB,A,Stage1
LBL-10054-XYZ,10054,2024-01-14,DrugB,A,Stage2
LBL-10055-XYZ,10055,2024-01-15,DrugB,A,Stage1
LBL-10056-XYZ,10056,2024-01-31,DrugC,B,Stage1
LBL-10057-XYZ,10057,2024-01-17,DrugB,A,Stage2
LBL-10058-XYZ,10058,2024-01-21,DrugC,A,Stage2
LBL-10059-XYZ,10059,2024-01-13,DrugB,B,Stage2
LBL-10060-XYZ,10060,2024-01-29,DrugC,A,Stage2
LBL-10061-XYZ,10061,2024-01-02,DrugA,A,Stage1
LBL-10062-XYZ,10062,2024-01-06,DrugA,A,Stage2
LBL-10063-XYZ,10063,2024-01-13,DrugC,B,Stage1
LBL-10064-XYZ,10064,2024-01-08,DrugB,A,Stage2
LBL-10065-XYZ,10065,2024-01-22,DrugC,A,Stage2
LBL-10066-XYZ,10066,2024-01-16,DrugC,A,Stage2
LBL-10067-XYZ,10067,2024-01-24,DrugC,B,Stage1
LBL-10068-XYZ,10068,2024-01-02,DrugA,A,Stage1
LBL-10069-XYZ,10069,2024-01-08,DrugC,A,Stage1
LBL-10070-XYZ,10070,2024-01-21,DrugB,A,Stage2
LBL-10071-XYZ,10071,2024-01-12,DrugA,A,Stage1
LBL-10072-XYZ,10072,2024-01-08,DrugA,A,Stage2
LBL-10073-XYZ,10073,2024-01-08,DrugB,B,Stage2
LBL-10074-XYZ,10074,2024-01-06,DrugA,A,Stage1
LBL-10075-XYZ,10075,2024-01-13,DrugA,B,Stage2
LBL-10076-XYZ,10076,2024-01-23,DrugA,B,Stage1
LBL-10077-XYZ,10077,2024-01-29,DrugA,A,Stage2
LBL-10078-XYZ,10078,2024-01-05,DrugA,B,Stage1
LBL-10079-XYZ,10079,2024-01-20,DrugA,A,Stage1
LBL-10080-XYZ,10080,2024-01-27,DrugA,A,Stage2
LBL-10081-XYZ,10081,2024-01-24,DrugC,B,Stage1
LBL-10082-XYZ,10082,2024-01-14,DrugC,A,Stage1
LBL-10083-XYZ,10083,2024-01-06,DrugB,A,Stage1
LBL-10084-XYZ,10084,2024-01-08,DrugC,B,Stage2
LBL-10085-XYZ,10085,2024-01-22,DrugA,A,Stage1
LBL-10086-XYZ,10086,2024-01-29,DrugA,B,Stage2
LBL-10087-XYZ,10087,2024-01-21,DrugC,A,Stage1
LBL-10088-XYZ,10088,2024-01-17,DrugC,B,Stage1
LBL-10089-XYZ,10089,2024-01-14,DrugB,B,Stage1
LBL-10090-XYZ,10090,2024-01-27,DrugA,A,Stage2
LBL-10091-XYZ,10091,2024-01-17,DrugC,B,Stage1
LBL-10092-XYZ,10092,2024-01-06,DrugB,A,Stage1
LBL-10093-XYZ,10093,2024-01-21,DrugA,A,Stage1
LBL-10094-XYZ,10094,2024-01-12,DrugA,B,Stage1
LBL-10095-XYZ,10095,2024-01-10,DrugB,B,Stage1
LBL-10096-XYZ,10096,2024-01-03,DrugB,B,Stage1
LBL-10097-XYZ,10097,2024-01-17,DrugC,A,Stage1
LBL-10098-XYZ,10098,2024-01-15,DrugB,A,Stage1
LBL-10099-XYZ,10099,2024-01-22,DrugA,B,Stage2
LBL-10100-XYZ,10100,2024-01-18,DrugC,A,Stage2
LBL-10101-XYZ,10101,2024-01-03,DrugC,A,Stage2
LBL-10102-XYZ,10102,2024-01-19,DrugA,A,Stage1
LBL-10103-XYZ,10103,2024-01-12,DrugB,B,Stage1
LBL-10104-XYZ,10104,2024-01-12,DrugC,B,Stage2
LBL-10105-XYZ,10105,2024-01-29,DrugB,B,Stage2
LBL-10106-XYZ,10106,2024-01-24,DrugA,B,Stage2
LBL-10107-XYZ,10107,2024-01-01,DrugC,B,Stage1
LBL-10108-XYZ,10108,2024-01-05,DrugB,B,Stage1
LBL-10109-XYZ,10109,2024-01-21,DrugA,B,Stage1
LBL-10110-XYZ,10110,2024-01-29,DrugC,B,Stage1
LBL-10111-XYZ,10111,2024-01-01,DrugB,B,Stage2
LBL-10112-XYZ,10112,2024-01-17,DrugA,B,Stage1
LBL-10113-XYZ,10113,2024-01-02,DrugB,B,Stage2
LBL-10114-XYZ,10114,2024-01-30,DrugA,B,Stage1
LBL-10115-XYZ,10115,2024-01-25,DrugC,A,Stage1
LBL-10116-XYZ,10116,2024-01-09,DrugA,B,Stage1
LBL-10117-XYZ,10117,2024-01-12,DrugA,A,Stage1
LBL-10118-XYZ,10118,2024-01-10,DrugB,A,Stage1
LBL-10119-XYZ,10119,2024-01-14,DrugA,A,Stage1
LBL-10120-XYZ,10120,2024-01-07,DrugA,A,Stage2
LBL-10121-XYZ,10121,2024-01-28,DrugA,A,Stage2
LBL-10122-XYZ,10122,2024-01-27,DrugC,B,Stage1
LBL-10123-XYZ,10123,2024-01-18,DrugB,B,Stage2
LBL-10124-XYZ,10124,2024-01-08,DrugA,B,Stage1
LBL-10125-XYZ,10125,2024-01-03,DrugC,B,Stage2
LBL-10126-XYZ,10126,2024-01-06,DrugB,B,Stage1
LBL-10127-XYZ,10127,2024-01-04,DrugB,B,Stage2
LBL-10128-XYZ,10128,2024-01-13,DrugC,B,Stage2
LBL-10129-XYZ,10129,2024-01-08,DrugA,A,Stage2
LBL-10130-XYZ,10130,2024-01-17,DrugA,A,Stage2
LBL-10131-XYZ,10131,2024-01-14,DrugC,A,Stage2
LBL-10132-XYZ,10132,2024-01-13,DrugC,A,Stage1
LBL-10133-XYZ,10133,2024-01-11,DrugB,A,Stage2
LBL-10134-XYZ,10134,2024-01-02,DrugC,A,Stage1
LBL-10135-XYZ,10135,2024-01-06,DrugB,A,Stage1
LBL-10136-XYZ,10136,2024-01-06,DrugA,A,Stage2
LBL-10137-XYZ,10137,2024-01-29,DrugC,B,Stage2
LBL-10138-XYZ,10138,2024-01-22,DrugA,A,Stage2
LBL-10139-XYZ,10139,2024-01-30,DrugA,B,Stage1
LBL-10140-XYZ,10140,2024-01-10,DrugA,A,Stage1
LBL-10141-XYZ,10141,2024-01-24,DrugC,B,Stage2
LBL-10142-XYZ,10142,2024-01-16,DrugA,A,Stage2
LBL-10143-XYZ,10143,2024-01-25,DrugC,A,Stage1
LBL-10144-XYZ,10144,2024-01-29,DrugA,B,Stage1
LBL-10145-XYZ,10145,2024-01-29,DrugC,A,Stage2
LBL-10146-XYZ,10146,2024-01-09,DrugA,B,Stage1
LBL-10147-XYZ,10147,2024-01-03,DrugC,A,Stage1
LBL-10148-XYZ,10148,2024-01-21,DrugA,B,Stage2
LBL-10149-XYZ,10149,2024-01-02,DrugA,A,Stage2
LBL-10150-XYZ,10150,2024-01-10,DrugA,B,Stage1
LBL-10151-XYZ,10151,2024-01-21,DrugA,A,Stage1
LBL-10152-XYZ,10152,2024-01-10,DrugC,B,Stage2
LBL-10153-XYZ,10153,2024-01-09,DrugB,B,Stage1
LBL-10154-XYZ,10154,2024-01-03,DrugA,B,Stage2
LBL-10155-XYZ,10155,2024-01-22,DrugC,B,Stage2
LBL-10156-XYZ,10156,2024-01-01,DrugC,B,Stage1
LBL-10157-XYZ,10157,2024-01-03,DrugC,A,Stage1
LBL-10158-XYZ,10158,2024-01-15,DrugC,B,Stage1
LBL-10159-XYZ,10159,2024-01-06,DrugA,B,Stage2
LBL-10160-XYZ,10160,2024-01-09,DrugC,A,Stage1
LBL-10161-XYZ,10161,2024-01-11,DrugB,B,Stage2
LBL-10162-XYZ,10162,2024-01-03,DrugC,A,Stage1
LBL-10163-XYZ,10163,2024-01-14,DrugC,A,Stage2
LBL-10164-XYZ,10164,2024-01-21,DrugC,A,Stage1
LBL-10165-XYZ,10165,2024-01-16,DrugB,A,Stage1
LBL-10166-XYZ,10166,2024-01-18,DrugC,B,Stage1
LBL-10167-XYZ,10167,2024-01-09,DrugA,A,Stage1
LBL-10168-XYZ,10168,2024-01-25,DrugC,A,Stage1
LBL-10169-XYZ,10169,2024-01-23,DrugC,A,Stage2
LBL-10170-XYZ,10170,2024-01-16,DrugC,A,Stage2
LBL-10171-XYZ,10171,2024-01-12,DrugC,B,Stage2
LBL-10172-XYZ,10172,2024-01-14,DrugC,B,Stage1
LBL-10173-XYZ,10173,2024-01-10,DrugA,A,Stage1
LBL-10174-XYZ,10174,2024-01-13,DrugC,A,Stage2
LBL-10175-XYZ,10175,2024-01-18,DrugB,B,Stage1
LBL-10176-XYZ,10176,2024-01-02,DrugB,A,Stage1
LBL-10177-XYZ,10177,2024-01-20,DrugC,B,Stage2
LBL-10178-XYZ,10178,2024-01-12,DrugA,A,Stage1
LBL-10179-XYZ,10179,2024-01-03,DrugA,A,Stage2
LBL-10180-XYZ,10180,2024-01-17,DrugB,B,Stage2
LBL-10181-XYZ,10181,2024-01-05,DrugC,A,Stage2
LBL-10182-XYZ,10182,2024-01-18,DrugB,A,Stage1
LBL-10183-XYZ,10183,2024-01-11,DrugB,B,Stage1
LBL-10184-XYZ,10184,2024-01-25,DrugC,A,Stage2
LBL-10185-XYZ,10185,2024-01-09,DrugA,B,Stage1
LBL-10186-XYZ,10186,2024-01-03,DrugC,A,Stage2
LBL-10187-XYZ,10187,2024-01-22,DrugC,A,Stage2
LBL-10188-XYZ,10188,2024-01-13,DrugB,B,Stage2
LBL-10189-XYZ,10189,2024-01-17,DrugC,A,Stage1
LBL-10190-XYZ,10190,2024-01-05,DrugB,B,Stage1
LBL-10191-XYZ,10191,2024-01-31,DrugA,B,Stage1
LBL-10192-XYZ,10192,2024-01-10,DrugC,B,Stage1
LBL-10193-XYZ,10193,2024-01-01,DrugB,B,Stage1
LBL-10194-XYZ,10194,2024-01-14,DrugB,A,Stage2
LBL-10195-XYZ,10195,2024-01-19,DrugB,B,Stage2
LBL-10196-XYZ,10196,2024-01-22,DrugA,B,Stage2
LBL-10197-XYZ,10197,2024-01-17,DrugB,B,Stage1
LBL-10198-XYZ,10198,2024-01-25,DrugA,B,Stage1
LBL-10199-XYZ,10199,2024-01-31,DrugA,A,Stage2
LBL-10200-XYZ,10200,2024-01-17,DrugC,A,Stage1
LBL-10201-XYZ,10201,2024-01-16,DrugA,A,Stage2
LBL-10202-XYZ,10202,2024-01-23,DrugA,B,Stage1
LBL-10203-XYZ,10203,2024-01-15,DrugA,B,Stage2
LBL-10204-XYZ,10204,2024-01-27,DrugA,B,Stage1
LBL-10205-XYZ,10205,2024-01-06,DrugA,A,Stage1
LBL-10206-XYZ,10206,2024-01-20,DrugC,A,Stage2
LBL-10207-XYZ,10207,2024-01-08,DrugB,A,Stage2
LBL-10208-XYZ,10208,2024-01-06,DrugA,B,Stage2
LBL-10209-XYZ,10209,2024-01-10,DrugC,A,Stage1
LBL-10210-XYZ,10210,2024-01-24,DrugC,B,Stage2
LBL-10211-XYZ,10211,2024-01-20,DrugB,B,Stage2
LBL-10212-XYZ,10212,2024-01-30,DrugA,A,Stage2
LBL-10213-XYZ,10213,2024-01-23,DrugC,B,Stage2
LBL-10214-XYZ,10214,2024-01-02,DrugC,A,Stage1
LBL-10215-XYZ,10215,2024-01-14,DrugA,B,Stage2
LBL-10216-XYZ,10216,2024-01-17,DrugA,A,Stage2
LBL-10217-XYZ,10217,2024-01-23,DrugB,B,Stage1
LBL-10218-XYZ,10218,2024-01-06,DrugB,A,Stage1
LBL-10219-XYZ,10219,2024-01-18,DrugA,A,Stage1
LBL-10220-XYZ,10220,2024-01-30,DrugB,B,Stage2
LBL-10221-XYZ,10221,2024-01-21,DrugB,B,Stage2
LBL-10222-XYZ,10222,2024-01-06,DrugA,A,Stage2
LBL-10223-XYZ,10223,2024-01-05,DrugB,B,Stage2
LBL-10224-XYZ,10224,2024-01-13,DrugB,B,Stage2
LBL-10225-XYZ,10225,2024-01-12,DrugC,A,Stage2
LBL-10226-XYZ,10226,2024-01-29,DrugA,B,Stage1
LBL-10227-XYZ,10227,2024-01-01,DrugC,A,Stage1
LBL-10228-XYZ,10228,2024-01-30,DrugA,A,Stage1
LBL-10229-XYZ,10229,2024-01-19,DrugA,B,Stage2
LBL-10230-XYZ,10230,2024-01-17,DrugA,A,Stage1
LBL-10231-XYZ,10231,2024-01-21,DrugA,B,Stage1
LBL-10232-XYZ,10232,2024-01-12,DrugC,A,Stage1
LBL-10233-XYZ,10233,2024-01-24,DrugB,A,Stage2
LBL-10234-XYZ,10234,2024-01-28,DrugC,B,Stage2
LBL-10235-XYZ,10235,2024-01-19,DrugB,A,Stage1
LBL-10236-XYZ,10236,2024-01-18,DrugB,A,Stage1
LBL-10237-XYZ,10237,2024-01-11,DrugA,B,Stage2
LBL-10238-XYZ,10238,2024-01-21,DrugB,A,Stage1
LBL-10239-XYZ,10239,2024-01-12,DrugB,B,Stage1
LBL-10240-XYZ,10240,2024-01-18,DrugC,A,Stage1
LBL-10241-XYZ,10241,2024-01-26,DrugB,B,Stage1
LBL-10242-XYZ,10242,2024-01-03,DrugB,A,Stage1
LBL-10243-XYZ,10243,2024-01-05,DrugA,B,Stage2
LBL-10244-XYZ,10244,2024-01-05,DrugB,B,Stage2
LBL-10245-XYZ,10245,2024-01-18,DrugA,B,Stage2
LBL-10246-XYZ,10246,2024-01-15,DrugC,B,Stage2
LBL-10247-XYZ,10247,2024-01-15,DrugC,B,Stage1
LBL-10248-XYZ,10248,2024-01-17,DrugC,A,Stage2
LBL-10249-XYZ,10249,2024-01-24,DrugB,B,Stage2
LBL-10250-XYZ,10250,2024-01-05,DrugB,A,Stage1
LBL-10251-XYZ,10251,2024-01-22,DrugB,A,Stage2
LBL-10252-XYZ,10252,2024-01-04,DrugB,B,Stage2
LBL-10253-XYZ,10253,2024-01-10,DrugB,A,Stage1
LBL-10254-XYZ,10254,2024-01-16,DrugC,B,Stage2
LBL-10255-XYZ,10255,2024-01-16,DrugC,A,Stage2
LBL-10256-XYZ,10256,2024-01-25,DrugA,B,Stage1
LBL-10257-XYZ,10257,2024-01-15,DrugC,B,Stage2
LBL-10258-XYZ,10258,2024-01-19,DrugA,B,Stage1
LBL-10259-XYZ,10259,2024-01-27,DrugC,A,Stage1
LBL-10260-XYZ,10260,2024-01-04,DrugB,B,Stage2
LBL-10261-XYZ,10261,2024-01-12,DrugA,B,Stage2
LBL-10262-XYZ,10262,2024-01-15,DrugC,A,Stage2
LBL-10263-XYZ,10263,2024-01-28,DrugA,A,Stage1
LBL-10264-XYZ,10264,2024-01-02,DrugB,B,Stage2
LBL-10265-XYZ,10265,2024-01-01,DrugB,A,Stage2
LBL-10266-XYZ,10266,2024-01-27,DrugC,B,Stage1
LBL-10267-XYZ,10267,2024-01-26,DrugC,B,Stage1
LBL-10268-XYZ,10268,2024-01-30,DrugA,B,Stage2
LBL-10269-XYZ,10269,2024-01-03,DrugC,B,Stage1
LBL-10270-XYZ,10270,2024-01-22,DrugB,A,Stage1
LBL-10271-XYZ,10271,2024-01-08,DrugB,A,Stage2
LBL-10272-XYZ,10272,2024-01-31,DrugB,A,Stage2
LBL-10273-XYZ,10273,2024-01-06,DrugC,A,Stage1
LBL-10274-XYZ,10274,2024-01-17,DrugA,A,Stage2
LBL-10275-XYZ,10275,2024-01-03,DrugA,B,Stage2
LBL-10276-XYZ,10276,2024-01-14,DrugC,A,Stage2
LBL-10277-XYZ,10277,2024-01-07,DrugA,B,Stage2
LBL-10278-XYZ,10278,2024-01-01,DrugA,A,Stage1
LBL-10279-XYZ,10279,2024-01-17,DrugA,A,Stage1
LBL-10280-XYZ,10280,2024-01-10,DrugC,B,Stage1
LBL-10281-XYZ,10281,2024-01-29,DrugA,A,Stage1
LBL-10282-XYZ,10282,2024-01-29,DrugB,A,Stage1
LBL-10283-XYZ,10283,2024-01-25,DrugB,A,Stage2
LBL-10284-XYZ,10284,2024-01-22,DrugA,B,Stage1
LBL-10285-XYZ,10285,2024-01-12,DrugC,A,Stage2
LBL-10286-XYZ,10286,2024-01-01,DrugA,A,Stage1
LBL-10287-XYZ,10287,2024-01-15,DrugA,B,Stage1
LBL-10288-XYZ,10288,2024-01-26,DrugC,A,Stage1
LBL-10289-XYZ,10289,2024-01-03,DrugA,A,Stage2
LBL-10290-XYZ,10290,2024-01-20,DrugB,A,Stage1
LBL-10291-XYZ,10291,2024-01-31,DrugB,A,Stage1
LBL-10292-XYZ,10292,2024-01-12,DrugC,A,Stage2
LBL-10293-XYZ,10293,2024-01-18,DrugB,A,Stage1
LBL-10294-XYZ,10294,2024-01-19,DrugC,A,Stage2
LBL-10295-XYZ,10295,2024-01-07,DrugB,B,Stage2
LBL-10296-XYZ,10296,2024-01-16,DrugC,B,Stage1
LBL-10297-XYZ,10297,2024-01-26,DrugC,A,Stage1
LBL-10298-XYZ,10298,2024-01-17,DrugB,A,Stage2
LBL-10299-XYZ,10299,2024-01-28,DrugB,B,Stage2
LBL-10300-XYZ,10300,2024-01-24,DrugB,A,Stage2
LBL-10301-XYZ,10301,2024-01-15,DrugB,B,Stage2
LBL-10302-XYZ,10302,2024-01-16,DrugC,A,Stage2
LBL-10303-XYZ,10303,2024-01-25,DrugC,B,Stage1
LBL-10304-XYZ,10304,2024-01-07,DrugA,A,Stage1
LBL-10305-XYZ,10305,2024-01-15,DrugC,B,Stage2
LBL-10306-XYZ,10306,2024-01-04,DrugC,A,Stage2
LBL-10307-XYZ,10307,2024-01-13,DrugC,A,Stage2
LBL-10308-XYZ,10308,2024-01-30,DrugB,B,Stage1
LBL-10309-XYZ,10309,2024-01-23,DrugB,B,Stage1
LBL-10310-XYZ,10310,2024-01-07,DrugB,B,Stage2
LBL-10311-XYZ,10311,2024-01-29,DrugA,A,Stage1
LBL-10312-XYZ,10312,2024-01-13,DrugB,B,Stage1
LBL-10313-XYZ,10313,2024-01-25,DrugA,B,Stage1
LBL-10314-XYZ,10314,2024-01-05,DrugC,B,Stage2
LBL-10315-XYZ,10315,2024-01-17,DrugB,B,Stage1
LBL-10316-XYZ,10316,2024-01-19,DrugA,B,Stage1
LBL-10317-XYZ,10317,2024-01-01,DrugA,B,Stage2
LBL-10318-XYZ,10318,2024-01-09,DrugB,B,Stage1
LBL-10319-XYZ,10319,2024-01-30,DrugC,B,Stage2
LBL-10320-XYZ,10320,2024-01-08,DrugA,B,Stage2
LBL-10321-XYZ,10321,2024-01-21,DrugB,B,Stage1
LBL-10322-XYZ,10322,2024-01-26,DrugC,B,Stage2
LBL-10323-XYZ,10323,2024-01-22,DrugC,B,Stage2
LBL-10324-XYZ,10324,2024-01-14,DrugC,B,Stage1
LBL-10325-XYZ,10325,2024-01-11,DrugB,A,Stage2
LBL-10326-XYZ,10326,2024-01-04,DrugA,A,Stage1
LBL-10327-XYZ,10327,2024-01-22,DrugB,A,Stage1
LBL-10328-XYZ,10328,2024-01-03,DrugB,B,Stage1
LBL-10329-XYZ,10329,2024-01-30,DrugA,B,Stage2
LBL-10330-XYZ,10330,2024-01-19,DrugB,B,Stage2
LBL-10331-XYZ,10331,2024-01-24,DrugA,A,Stage2
LBL-10332-XYZ,10332,2024-01-20,DrugB,B,Stage2
LBL-10333-XYZ,10333,2024-01-28,DrugB,B,Stage1
LBL-10334-XYZ,10334,2024-01-11,DrugC,A,Stage1
LBL-10335-XYZ,10335,2024-01-28,DrugB,A,Stage1
LBL-10336-XYZ,10336,2024-01-01,DrugC,B,Stage1
LBL-10337-XYZ,10337,2024-01-16,DrugB,B,Stage2
LBL-10338-XYZ,10338,2024-01-11,DrugA,A,Stage1
LBL-10339-XYZ,10339,2024-01-11,DrugC,A,Stage2
LBL-10340-XYZ,10340,2024-01-18,DrugA,A,Stage1
LBL-10341-XYZ,10341,2024-01-17,DrugA,B,Stage1
LBL-10342-XYZ,10342,2024-01-09,DrugA,A,Stage1
LBL-10343-XYZ,10343,2024-01-13,DrugA,B,Stage2
LBL-10344-XYZ,10344,2024-01-21,DrugC,B,Stage2
LBL-10345-XYZ,10345,2024-01-13,DrugB,A,Stage1
LBL-10346-XYZ,10346,2024-01-07,DrugB,A,Stage2
LBL-10347-XYZ,10347,2024-01-07,DrugA,B,Stage2
LBL-10348-XYZ,10348,2024-01-14,DrugB,A,Stage1
LBL-10349-XYZ,10349,2024-01-31,DrugB,B,Stage1
LBL-10350-XYZ,10350,2024-01-09,DrugC,A,Stage2
LBL-10351-XYZ,10351,2024-01-03,DrugC,A,Stage1
LBL-10352-XYZ,10352,2024-01-01,DrugA,B,Stage2
LBL-10353-XYZ,10353,2024-01-11,DrugA,B,Stage1
LBL-10354-XYZ,10354,2024-01-21,DrugC,B,Stage1
LBL-10355-XYZ,10355,2024-01-21,DrugC,B,Stage1
LBL-10356-XYZ,10356,2024-01-08,DrugA,A,Stage2
LBL-10357-XYZ,10357,2024-01-25,DrugC,B,Stage1
LBL-10358-XYZ,10358,2024-01-20,DrugC,A,Stage1
LBL-10359-XYZ,10359,2024-01-09,DrugA,A,Stage1
LBL-10360-XYZ,10360,2024-01-20,DrugB,A,Stage1
LBL-10361-XYZ,10361,2024-01-08,DrugB,A,Stage2
LBL-10362-XYZ,10362,2024-01-24,DrugB,A,Stage2
LBL-10363-XYZ,10363,2024-01-23,DrugC,B,Stage2
LBL-10364-XYZ,10364,2024-01-01,DrugA,B,Stage2
LBL-10365-XYZ,10365,2024-01-06,DrugA,B,Stage1
LBL-10366-XYZ,10366,2024-01-08,DrugA,B,Stage2
LBL-10367-XYZ,10367,2024-01-12,DrugB,A,Stage1
LBL-10368-XYZ,10368,2024-01-27,DrugB,A,Stage2
LBL-10369-XYZ,10369,2024-01-25,DrugA,B,Stage2
LBL-10370-XYZ,10370,2024-01-02,DrugB,B,Stage2
LBL-10371-XYZ,10371,2024-01-25,DrugA,A,Stage1
LBL-10372-XYZ,10372,2024-01-21,DrugA,A,Stage2
LBL-10373-XYZ,10373,2024-01-22,DrugA,A,Stage2
LBL-10374-XYZ,10374,2024-01-17,DrugA,B,Stage1
LBL-10375-XYZ,10375,2024-01-18,DrugB,A,Stage2
LBL-10376-XYZ,10376,2024-01-22,DrugC,B,Stage2
LBL-10377-XYZ,10377,2024-01-29,DrugA,B,Stage1
LBL-10378-XYZ,10378,2024-01-04,DrugB,A,Stage2
LBL-10379-XYZ,10379,2024-01-05,DrugA,A,Stage1
LBL-10380-XYZ,10380,2024-01-14,DrugA,B,Stage2
LBL-10381-XYZ,10381,2024-01-16,DrugB,A,Stage2
LBL-10382-XYZ,10382,2024-01-06,DrugB,A,Stage1
LBL-10383-XYZ,10383,2024-01-08,DrugC,B,Stage1
LBL-10384-XYZ,10384,2024-01-13,DrugB,B,Stage2
LBL-10385-XYZ,10385,2024-01-02,DrugC,B,Stage1
LBL-10386-XYZ,10386,2024-01-31,DrugC,B,Stage2
LBL-10387-XYZ,10387,2024-01-26,DrugA,B,Stage2
LBL-10388-XYZ,10388,2024-01-10,DrugC,B,Stage2
LBL-10389-XYZ,10389,2024-01-15,DrugC,B,Stage1
LBL-10390-XYZ,10390,2024-01-10,DrugC,A,Stage2
LBL-10391-XYZ,10391,2024-01-15,DrugA,B,Stage1
LBL-10392-XYZ,10392,2024-01-29,DrugC,A,Stage1
LBL-10393-XYZ,10393,2024-01-22,DrugB,A,Stage2
LBL-10394-XYZ,10394,2024-01-29,DrugB,A,Stage1
LBL-10395-XYZ,10395,2024-01-19,DrugA,B,Stage2
LBL-10396-XYZ,10396,2024-01-24,DrugC,A,Stage2
LBL-10397-XYZ,10397,2024-01-24,DrugC,A,Stage2
LBL-10398-XYZ,10398,2024-01-17,DrugB,B,Stage1
LBL-10399-XYZ,10399,2024-01-04,DrugA,B,Stage1
LBL-10400-XYZ,10400,2024-01-04,DrugC,B,Stage1
LBL-10401-XYZ,10401,2024-01-25,DrugC,A,Stage1
LBL-10402-XYZ,10402,2024-01-10,DrugB,A,Stage1
LBL-10403-XYZ,10403,2024-01-27,DrugA,A,Stage1
LBL-10404-XYZ,10404,2024-01-06,DrugB,B,Stage1
LBL-10405-XYZ,10405,2024-01-15,DrugB,A,Stage2
LBL-10406-XYZ,10406,2024-01-29,DrugC,A,Stage2
LBL-10407-XYZ,10407,2024-01-15,DrugC,B,Stage1
LBL-10408-XYZ,10408,2024-01-04,DrugB,B,Stage1
LBL-10409-XYZ,10409,2024-01-22,DrugC,B,Stage1
